study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Macha2014b	moderate	8.0	EMP50	thalf	empagliflozin	plasma	HPLC MS/MS	NA	hr	17.1	45.9	NA	NA	NA	7.8489	NA	hr	NA
Macha2014b	moderate	8.0	EMP50	recovery	empagliflozin	urine	HPLC MS/MS	96.0	hr	16.7	35.0	NA	NA	NA	5.845	NA	percent	NA
Macha2014b	moderate	8.0	EMP50	clearance_renal	empagliflozin	plasma	HPLC MS/MS	24.0	hr	19.9	36.8	NA	NA	NA	7.3232	NA	ml/min	NA
Macha2014b	severe	8.0	EMP50	auc_inf	empagliflozin	plasma	HPLC MS/MS	NA	NA	19000.0	27.1	NA	NA	NA	5149.0	NA	nmol/l*hr	NA
Macha2014b	severe	8.0	EMP50	cmax	empagliflozin	plasma	HPLC MS/MS	NA	NA	1970.0	22.1	NA	NA	NA	435.37	NA	nmol/l	NA
Macha2014b	severe	8.0	EMP50	tmax	empagliflozin	plasma	HPLC MS/MS	NA	NA	NA	NA	1.5	0.7	2.5	NA	NA	hr	NA
Macha2014b	severe	8.0	EMP50	thalf	empagliflozin	plasma	HPLC MS/MS	NA	hr	17.7	67.4	NA	NA	NA	11.9298	NA	hr	NA
Macha2014b	severe	8.0	EMP50	recovery	empagliflozin	urine	HPLC MS/MS	96.0	hr	20.3	23.5	NA	NA	NA	4.7705	NA	percent	NA
Macha2014b	severe	8.0	EMP50	clearance_renal	empagliflozin	plasma	HPLC MS/MS	24.0	hr	21.3	37.1	NA	NA	NA	7.9023	NA	ml/min	NA
Macha2014b	normal	12.0	EMP50	auc_inf	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	NA	NA	1070.0	24.3	NA	NA	NA	260.01	NA	nmol/l*hr	NA
Macha2014b	normal	12.0	EMP50	cmax	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	NA	NA	146.0	38.4	NA	NA	NA	56.064	NA	nmol/l	NA
Macha2014b	normal	12.0	EMP50	tmax	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	2.5	1.5	4.0	NA	NA	hr	NA
Macha2014b	normal	12.0	EMP50	thalf	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	9.06	25.7	NA	NA	NA	2.32842	NA	hr	NA
Macha2014b	normal	12.0	EMP50	recovery	empagliflozin-2-O-glucuronide	urine	HPLC MS/MS	96.0	hr	8.47	25.7	NA	NA	NA	2.17679	NA	percent	NA
Macha2014b	normal	12.0	EMP50	clearance_renal	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	144.0	23.8	NA	NA	NA	34.272	NA	ml/min	NA
Macha2014b	mild	8.0	EMP50	auc_inf	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	NA	NA	1290.0	41.4	NA	NA	NA	534.06	NA	nmol/l*hr	NA
Macha2014b	mild	8.0	EMP50	cmax	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	NA	NA	124.0	36.4	NA	NA	NA	45.136	NA	nmol/l	NA
Macha2014b	mild	8.0	EMP50	tmax	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	2.25	1.5	4.0	NA	NA	hr	NA
Macha2014b	mild	8.0	EMP50	thalf	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	10.8	40.1	NA	NA	NA	4.3308	NA	hr	NA
Macha2014b	mild	8.0	EMP50	recovery	empagliflozin-2-O-glucuronide	urine	HPLC MS/MS	96.0	hr	8.88	23.4	NA	NA	NA	2.07792	NA	percent	NA
Macha2014b	mild	8.0	EMP50	clearance_renal	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	136.0	31.3	NA	NA	NA	42.568	NA	ml/min	NA
Macha2014b	moderate	8.0	EMP50	auc_inf	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	NA	NA	1140.0	38.0	NA	NA	NA	433.2	NA	nmol/l*hr	NA
Macha2014b	moderate	8.0	EMP50	cmax	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	NA	NA	116.0	34.6	NA	NA	NA	40.136	NA	nmol/l	NA
Macha2014b	moderate	8.0	EMP50	tmax	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	2.5	1.5	2.5	NA	NA	hr	NA
Macha2014b	moderate	8.0	EMP50	thalf	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	NA	hr	10.5	49.6	NA	NA	NA	5.208	NA	hr	NA
Macha2014b	moderate	8.0	EMP50	recovery	empagliflozin-2-O-glucuronide	urine	HPLC MS/MS	96.0	hr	7.15	19.8	NA	NA	NA	1.4157	NA	percent	NA
Macha2014b	moderate	8.0	EMP50	clearance_renal	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	126.0	31.0	NA	NA	NA	39.06	NA	ml/min	NA
Macha2014b	severe	8.0	EMP50	auc_inf	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	NA	NA	969.0	66.6	NA	NA	NA	645.354	NA	nmol/l*hr	NA
Macha2014b	severe	8.0	EMP50	cmax	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	NA	NA	82.6	30.8	NA	NA	NA	25.4408	NA	nmol/l	NA
Macha2014b	severe	8.0	EMP50	tmax	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	2.5	1.5	3.0	NA	NA	hr	NA
Macha2014b	severe	8.0	EMP50	thalf	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	NA	hr	12.0	55.9	NA	NA	NA	6.708	NA	hr	NA
Macha2014b	severe	8.0	EMP50	recovery	empagliflozin-2-O-glucuronide	urine	HPLC MS/MS	96.0	hr	6.09	25.3	NA	NA	NA	1.54077	NA	percent	NA
Macha2014b	severe	8.0	EMP50	clearance_renal	empagliflozin-2-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	148.0	59.1	NA	NA	NA	87.468	NA	ml/min	NA
Macha2014b	normal	12.0	EMP50	auc_inf	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	1150.0	25.0	NA	NA	NA	287.5	NA	nmol/l*hr	NA
Macha2014b	normal	12.0	EMP50	cmax	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	166.0	41.4	NA	NA	NA	68.724	NA	nmol/l	NA
Macha2014b	normal	12.0	EMP50	tmax	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	2.5	2.0	4.0	NA	NA	hr	NA
Macha2014b	normal	12.0	EMP50	thalf	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	8.47	22.0	NA	NA	NA	1.8634	NA	hr	NA
Macha2014b	normal	12.0	EMP50	recovery	empagliflozin-3-O-glucuronide	urine	HPLC MS/MS	96.0	hr	12.1	25.6	NA	NA	NA	3.0976	NA	percent	NA
Macha2014b	normal	12.0	EMP50	clearance_renal	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	192.0	30.2	NA	NA	NA	57.984	NA	ml/min	NA
Macha2014b	mild	8.0	EMP50	auc_inf	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	2380.0	34.5	NA	NA	NA	821.1	NA	nmol/l*hr	NA
Macha2014b	mild	8.0	EMP50	cmax	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	225.0	37.8	NA	NA	NA	85.05	NA	nmol/l	NA
Macha2014b	mild	8.0	EMP50	tmax	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	2.5	1.5	4.0	NA	NA	hr	NA
Macha2014b	mild	8.0	EMP50	thalf	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	12.5	57.9	NA	NA	NA	7.2375	NA	hr	NA
Macha2014b	mild	8.0	EMP50	recovery	empagliflozin-3-O-glucuronide	urine	HPLC MS/MS	96.0	hr	16.4	16.8	NA	NA	NA	2.7552	NA	percent	NA
Macha2014b	mild	8.0	EMP50	clearance_renal	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	134.0	27.6	NA	NA	NA	36.984	NA	ml/min	NA
Macha2014b	moderate	8.0	EMP50	auc_inf	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	3150.0	37.8	NA	NA	NA	1190.7	NA	nmol/l*hr	NA
Macha2014b	moderate	8.0	EMP50	cmax	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	243.0	28.6	NA	NA	NA	69.498	NA	nmol/l	NA
Macha2014b	moderate	8.0	EMP50	tmax	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	2.75	1.5	4.0	NA	NA	hr	NA
Macha2014b	moderate	8.0	EMP50	thalf	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	hr	19.7	99.8	NA	NA	NA	19.6606	NA	hr	NA
Macha2014b	moderate	8.0	EMP50	recovery	empagliflozin-3-O-glucuronide	urine	HPLC MS/MS	96.0	hr	16.8	34.1	NA	NA	NA	5.7288	NA	percent	NA
Macha2014b	moderate	8.0	EMP50	clearance_renal	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	109.0	25.7	NA	NA	NA	28.013	NA	ml/min	NA
Macha2014b	severe	8.0	EMP50	auc_inf	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	3180.0	57.2	NA	NA	NA	1818.96	NA	nmol/l*hr	NA
Macha2014b	severe	8.0	EMP50	cmax	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	220.0	33.6	NA	NA	NA	73.92	NA	nmol/l	NA
Macha2014b	severe	8.0	EMP50	tmax	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	2.5	2.0	6.0	NA	NA	hr	NA
Macha2014b	severe	8.0	EMP50	thalf	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	hr	13.1	58.7	NA	NA	NA	7.6897	NA	hr	NA
Macha2014b	severe	8.0	EMP50	recovery	empagliflozin-3-O-glucuronide	urine	HPLC MS/MS	96.0	hr	19.5	20.1	NA	NA	NA	3.9195	NA	percent	NA
Macha2014b	severe	8.0	EMP50	clearance_renal	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	144.0	49.5	NA	NA	NA	71.28	NA	ml/min	NA
Macha2014b	normal	12.0	EMP50	auc_inf	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	1140.0	17.4	NA	NA	NA	198.36	NA	nmol/l*hr	NA
Macha2014b	normal	12.0	EMP50	cmax	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	97.6	21.2	NA	NA	NA	20.6912	NA	nmol/l	NA
Macha2014b	normal	12.0	EMP50	tmax	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	4.0	2.5	6.0	NA	NA	hr	NA
Macha2014b	normal	12.0	EMP50	thalf	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	10.3	44.7	NA	NA	NA	4.6041	NA	hr	NA
Macha2014b	normal	12.0	EMP50	recovery	empagliflozin-6-O-glucuronide	urine	HPLC MS/MS	96.0	hr	3.57	25.3	NA	NA	NA	0.90321	NA	percent	NA
Macha2014b	normal	12.0	EMP50	clearance_renal	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	57.0	28.5	NA	NA	NA	16.245	NA	ml/min	NA
Macha2014b	mild	8.0	EMP50	auc_inf	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	1430.0	52.1	NA	NA	NA	745.03	NA	nmol/l*hr	NA
Macha2014b	mild	8.0	EMP50	cmax	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	88.3	38.2	NA	NA	NA	33.7306	NA	nmol/l	NA
Macha2014b	mild	8.0	EMP50	tmax	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	4.0	3.0	8.0	NA	NA	hr	NA
Macha2014b	mild	8.0	EMP50	thalf	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	10.7	42.1	NA	NA	NA	4.5047	NA	hr	NA
Macha2014b	mild	8.0	EMP50	recovery	empagliflozin-6-O-glucuronide	urine	HPLC MS/MS	96.0	hr	3.38	20.8	NA	NA	NA	0.70304	NA	percent	NA
Macha2014b	mild	8.0	EMP50	clearance_renal	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	48.3	32.9	NA	NA	NA	15.8907	NA	ml/min	NA
Macha2014b	moderate	8.0	EMP50	auc_inf	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	1190.0	39.8	NA	NA	NA	473.62	NA	nmol/l*hr	NA
Macha2014b	moderate	8.0	EMP50	cmax	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	69.9	41.0	NA	NA	NA	28.659	NA	nmol/l	NA
Macha2014b	moderate	8.0	EMP50	tmax	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	4.0	3.0	10.0	NA	NA	hr	NA
Macha2014b	moderate	8.0	EMP50	thalf	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	hr	12.5	44.3	NA	NA	NA	5.5375	NA	hr	NA
Macha2014b	moderate	8.0	EMP50	recovery	empagliflozin-6-O-glucuronide	urine	HPLC MS/MS	96.0	hr	2.86	22.7	NA	NA	NA	0.64922	NA	percent	NA
Macha2014b	moderate	8.0	EMP50	clearance_renal	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	49.1	29.0	NA	NA	NA	14.239	NA	ml/min	NA
Macha2014b	severe	8.0	EMP50	auc_inf	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	771.0	58.4	NA	NA	NA	450.264	NA	nmol/l*hr	NA
Macha2014b	severe	8.0	EMP50	cmax	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	45.5	35.7	NA	NA	NA	16.2435	NA	nmol/l	NA
Macha2014b	severe	8.0	EMP50	tmax	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	5.0	2.0	10.0	NA	NA	hr	NA
Macha2014b	severe	8.0	EMP50	thalf	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	hr	10.7	43.0	NA	NA	NA	4.601	NA	hr	NA
Macha2014b	severe	8.0	EMP50	recovery	empagliflozin-3-O-glucuronide	urine	HPLC MS/MS	96.0	hr	2.49	21.6	NA	NA	NA	0.53784	NA	percent	NA
Macha2014b	severe	8.0	EMP50	clearance_renal	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	70.1	46.7	NA	NA	NA	32.7367	NA	ml/min	NA
Macha2014b	normal	12.0	EMP50	auc_inf	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	1140.0	17.4	NA	NA	NA	198.36	NA	nmol/l*hr	NA
Macha2014b	normal	12.0	EMP50	cmax	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	97.6	21.2	NA	NA	NA	20.6912	NA	nmol/l	NA
Macha2014b	normal	12.0	EMP50	tmax	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	4.0	2.5	6.0	NA	NA	hr	NA
Macha2014b	normal	12.0	EMP50	thalf	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	10.3	44.7	NA	NA	NA	4.6041	NA	hr	NA
Macha2014b	normal	12.0	EMP50	recovery	empagliflozin-6-O-glucuronide	urine	HPLC MS/MS	96.0	hr	3.57	25.3	NA	NA	NA	0.90321	NA	percent	NA
Macha2014b	normal	12.0	EMP50	clearance_renal	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	57.0	28.5	NA	NA	NA	16.245	NA	ml/min	NA
Macha2014b	mild	8.0	EMP50	auc_inf	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	1430.0	52.1	NA	NA	NA	745.03	NA	nmol/l*hr	NA
Macha2014b	mild	8.0	EMP50	cmax	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	88.3	38.2	NA	NA	NA	33.7306	NA	nmol/l	NA
Macha2014b	mild	8.0	EMP50	tmax	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	4.0	3.0	8.0	NA	NA	hr	NA
Macha2014b	mild	8.0	EMP50	thalf	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	10.7	42.1	NA	NA	NA	4.5047	NA	hr	NA
Macha2014b	mild	8.0	EMP50	recovery	empagliflozin-6-O-glucuronide	urine	HPLC MS/MS	96.0	hr	3.38	20.8	NA	NA	NA	0.70304	NA	percent	NA
Macha2014b	mild	8.0	EMP50	clearance_renal	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	48.3	32.9	NA	NA	NA	15.8907	NA	ml/min	NA
Macha2014b	moderate	8.0	EMP50	auc_inf	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	1190.0	39.8	NA	NA	NA	473.62	NA	nmol/l*hr	NA
Macha2014b	moderate	8.0	EMP50	cmax	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	69.9	41.0	NA	NA	NA	28.659	NA	nmol/l	NA
Macha2014b	moderate	8.0	EMP50	tmax	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	4.0	3.0	10.0	NA	NA	hr	NA
Macha2014b	moderate	8.0	EMP50	thalf	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	NA	hr	12.5	44.3	NA	NA	NA	5.5375	NA	hr	NA
Macha2014b	moderate	8.0	EMP50	recovery	empagliflozin-6-O-glucuronide	urine	HPLC MS/MS	96.0	hr	2.86	22.7	NA	NA	NA	0.64922	NA	percent	NA
Macha2014b	moderate	8.0	EMP50	clearance_renal	empagliflozin-6-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	49.1	29.0	NA	NA	NA	14.239	NA	ml/min	NA
Macha2014b	severe	8.0	EMP50	auc_inf	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	771.0	58.4	NA	NA	NA	450.264	NA	nmol/l*hr	NA
Macha2014b	severe	8.0	EMP50	cmax	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	45.5	35.7	NA	NA	NA	16.2435	NA	nmol/l	NA
Macha2014b	severe	8.0	EMP50	tmax	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	NA	NA	NA	5.0	2.0	10.0	NA	NA	hr	NA
Macha2014b	severe	8.0	EMP50	thalf	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	NA	hr	10.7	43.0	NA	NA	NA	4.601	NA	hr	NA
Macha2014b	severe	8.0	EMP50	recovery	empagliflozin-3-O-glucuronide	urine	HPLC MS/MS	96.0	hr	2.49	21.6	NA	NA	NA	0.53784	NA	percent	NA
Macha2014b	severe	8.0	EMP50	clearance_renal	empagliflozin-3-O-glucuronide	plasma	HPLC MS/MS	24.0	hr	70.1	46.7	NA	NA	NA	32.7367	NA	ml/min	NA
