study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	se	sd	unit	comments
Macha2015b	NA	all	17.0	emp25, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp25, piog45	149.0	hr	NA	848.7	NA	NA	304.8	ng/ml	NA
Macha2015b	NA	all	17.0	emp25, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp25, piog45	150.0	hr	NA	821.0	NA	NA	480.6	ng/ml	NA
Macha2015b	NA	all	17.0	emp25, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp25, piog45	151.0	hr	NA	540.6	NA	NA	524.3	ng/ml	NA
Macha2015b	NA	all	17.0	emp25, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp25, piog45	152.0	hr	NA	567.8	NA	NA	331.8	ng/ml	NA
Macha2015b	NA	all	17.0	emp25, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp25, piog45	153.0	hr	NA	309.4	NA	NA	424.9	ng/ml	NA
Macha2015b	NA	all	17.0	emp25, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp25, piog45	156.0	hr	NA	237.7	NA	NA	62.1	ng/ml	NA
Macha2015b	NA	all	17.0	emp25, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp25, piog45	168.0	hr	NA	104.4	NA	NA	26	ng/ml	NA
Macha2015b	NA	all	17.0	emp25, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp25, piog45	180.0	hr	NA	75.6	NA	NA	33	ng/ml	NA
Macha2015b	NA	all	17.0	emp25, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp25, piog45	192.0	hr	NA	19.3	NA	NA	34.3	ng/ml	NA
Macha2015b	NA	all	17.0	emp25, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp25, piog45	216.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	0.5	hr	NA	434.0	NA	NA	208.6	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	1.0	hr	NA	752.7	NA	NA	345.9	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	1.5	hr	NA	933.9	NA	NA	433.4	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	2.0	hr	NA	944.9	NA	NA	422.4	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	3.0	hr	NA	889.9	NA	NA	361.7	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	6.0	hr	NA	840.3	NA	NA	317.4	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	8.0	hr	NA	570.9	NA	NA	207	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	10.0	hr	NA	444.3	NA	NA	184.2	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	12.0	hr	NA	328.8	NA	NA	145.2	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	24.0	hr	NA	251.7	NA	NA	106.1	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	144.0	hr	NA	96.7	NA	NA	30.7	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	145.0	hr	NA	123.7	NA	NA	342.9	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	146.0	hr	NA	563.2	NA	NA	420.3	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	147.0	hr	NA	788.4	NA	NA	13.7	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	148.0	hr	NA	931.2	NA	NA	200.5	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	149.0	hr	NA	903.6	NA	NA	365.3	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	150.0	hr	NA	854.0	NA	NA	535.5	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	151.0	hr	NA	573.6	NA	NA	557.3	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	152.0	hr	NA	447.0	NA	NA	364.8	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	153.0	hr	NA	331.3	NA	NA	304.1	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	156.0	hr	NA	243.2	NA	NA	84	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	168.0	hr	NA	104.4	NA	NA	20.5	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	180.0	hr	NA	70.1	NA	NA	33	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	192.0	hr	NA	52.2	NA	NA	39.8	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	216.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA
