study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	se	sd	unit	comments
Macha2015b	NA	all	20.0	piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_piog45	1.0	hr	NA	1060.0	NA	NA	480.0	ng/ml	NA
Macha2015b	NA	all	20.0	piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_piog45	1.5	hr	NA	1050.0	NA	NA	460.0	ng/ml	NA
Macha2015b	NA	all	20.0	piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_piog45	2.0	hr	NA	1070.0	NA	NA	400.0	ng/ml	NA
Macha2015b	NA	all	20.0	piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_piog45	2.5	hr	NA	1040.0	NA	NA	400.0	ng/ml	NA
Macha2015b	NA	all	20.0	piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_piog45	3.0	hr	NA	920.0	NA	NA	320.0	ng/ml	NA
Macha2015b	NA	all	20.0	piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_piog45	4.0	hr	NA	870.0	NA	NA	270.0	ng/ml	NA
Macha2015b	NA	all	20.0	piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_piog45	6.0	hr	NA	620.0	NA	NA	220.0	ng/ml	NA
Macha2015b	NA	all	20.0	piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_piog45	8.0	hr	NA	440.0	NA	NA	170.0	ng/ml	NA
Macha2015b	NA	all	20.0	piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_piog45	10.0	hr	NA	330.0	NA	NA	130.0	ng/ml	NA
Macha2015b	NA	all	20.0	piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_piog45	12.0	hr	NA	250.0	NA	NA	90.0	ng/ml	NA
Macha2015b	NA	all	20.0	piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_piog45	14.0	hr	NA	200.0	NA	NA	70.0	ng/ml	NA
Macha2015b	NA	all	20.0	piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_piog45	24.0	hr	NA	110.0	NA	NA	50.0	ng/ml	NA
Macha2015b	NA	all	20.0	piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_piog45	36.0	hr	NA	60.0	NA	NA	NA	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	0.0	hr	NA	130.0	NA	NA	70.0	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	0.33	hr	NA	460.0	NA	NA	450.0	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	0.67	hr	NA	850.0	NA	NA	410.0	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	1.0	hr	NA	1420.0	NA	NA	440.0	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	1.5	hr	NA	1840.0	NA	NA	330.0	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	2.0	hr	NA	1920.0	NA	NA	340.0	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	2.5	hr	NA	1830.0	NA	NA	290.0	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	3.0	hr	NA	1770.0	NA	NA	310.0	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	4.0	hr	NA	1540.0	NA	NA	290.0	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	6.0	hr	NA	920.0	NA	NA	180.0	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	8.0	hr	NA	670.0	NA	NA	170.0	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	10.0	hr	NA	480.0	NA	NA	110.0	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	12.0	hr	NA	360.0	NA	NA	130.0	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	14.0	hr	NA	250.0	NA	NA	80.0	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	24.0	hr	NA	90.0	NA	NA	30.0	ng/ml	NA
Macha2015b	NA	all	17.0	emp50, piog45	concentration	pioglitazone 	plasma	HPLC MS/MS	pioglitazone_emp50, piog45	36.0	hr	NA	60.0	NA	NA	NA	ng/ml	NA
