study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	se	sd	unit	comments
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	 r-warfarin	plasma	HPLC MS/MS	r_warfarin, emp	10.0	hr	NA	542.9	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	 r-warfarin	plasma	HPLC MS/MS	r_warfarin, emp	12.0	hr	NA	441.7	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	 r-warfarin	plasma	HPLC MS/MS	r_warfarin, emp	24.0	hr	NA	349.7	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	 r-warfarin	plasma	HPLC MS/MS	r_warfarin, emp	72.0	hr	NA	285.3	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	 r-warfarin	plasma	HPLC MS/MS	r_warfarin, emp	96.0	hr	NA	202.5	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	 r-warfarin	plasma	HPLC MS/MS	r_warfarin, emp	120.0	hr	NA	138.0	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	 r-warfarin	plasma	HPLC MS/MS	r_warfarin, emp	144.0	hr	NA	92.0	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	 r-warfarin	plasma	HPLC MS/MS	r_warfarin, emp	168.0	hr	NA	64.4	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	0.3	hr	NA	840.4	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	0.6	hr	NA	1219.9	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	1.0	hr	NA	1174.7	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	1.5	hr	NA	1102.4	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	2.0	hr	NA	894.6	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	2.5	hr	NA	831.3	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	3.0	hr	NA	731.9	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	4.0	hr	NA	506.0	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	6.0	hr	NA	343.4	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	8.0	hr	NA	244.0	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	10.0	hr	NA	189.8	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	12.0	hr	NA	144.6	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	24.0	hr	NA	90.4	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	72.0	hr	NA	63.3	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	96.0	hr	NA	45.2	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	120.0	hr	NA	36.1	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	144.0	hr	NA	18.1	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin	168.0	hr	NA	17.0	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	0.3	hr	NA	813.3	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	0.6	hr	NA	1274.1	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	1.0	hr	NA	1219.9	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	1.5	hr	NA	1147.6	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	2.0	hr	NA	1075.3	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	2.5	hr	NA	1021.1	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	3.0	hr	NA	867.5	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	4.0	hr	NA	840.4	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	6.0	hr	NA	731.9	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	8.0	hr	NA	497.0	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	10.0	hr	NA	316.3	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	12.0	hr	NA	234.9	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	24.0	hr	NA	171.7	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	72.0	hr	NA	99.4	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	96.0	hr	NA	63.3	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	120.0	hr	NA	36.1	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	144.0	hr	NA	18.1	NA	NA	NA	ng/ml	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	concentration	s-warfarin	plasma	HPLC MS/MS	s_warfarin, emp	168.0	hr	NA	17.0	NA	NA	NA	ng/ml	NA
