study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	se	sd	unit	comments
Macha2014	NA	all	18.0	EMP10	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10_P	4.0	hr	NA	236.4	328.9	NA	92.0	nmol/l	NA
Macha2014	NA	all	18.0	EMP10	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10_P	6.0	hr	NA	202.2	294.7	NA	92.0	nmol/l	NA
Macha2014	NA	all	18.0	EMP10	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10_P	8.0	hr	NA	133.9	257.0	NA	123.0	nmol/l	NA
Macha2014	NA	all	18.0	EMP10	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10_P	10.0	hr	NA	96.3	168.1	NA	72.0	nmol/l	NA
Macha2014	NA	all	18.0	EMP10	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10_P	12.0	hr	NA	58.8	120.3	NA	62.0	nmol/l	NA
Macha2014	NA	all	18.0	EMP10	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10_P	24.0	hr	NA	21.7	75.9	NA	54.0	nmol/l	NA
Macha2014	NA	all	18.0	EMP10	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10_P	36.0	hr	NA	12.0	25.1	NA	13.0	nmol/l	NA
Macha2014	NA	all	18.0	EMP10	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10_P	48.0	hr	NA	9.1	NA	NA	3.0	nmol/l	NA
Macha2014	NA	all	18.0	EMP10	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10_P	72.0	hr	NA	0.0	NA	NA	NA	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	0.3	hr	NA	0.0	NA	NA	NA	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	0.6	hr	NA	48.0	109.6	NA	62.0	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	1.0	hr	NA	191.8	284.3	NA	92.0	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	1.5	hr	NA	301.4	431.6	NA	130.0	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	2.0	hr	NA	346.0	469.3	NA	123.0	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	2.5	hr	NA	318.6	431.6	NA	113.0	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	3.0	hr	NA	304.9	397.4	NA	92.0	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	4.0	hr	NA	287.8	380.3	NA	92.0	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	6.0	hr	NA	253.6	339.2	NA	86.0	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	8.0	hr	NA	185.2	243.4	NA	58.0	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	10.0	hr	NA	140.8	195.6	NA	55.0	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	12.0	hr	NA	89.6	130.7	NA	41.0	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	24.0	hr	NA	32.0	55.9	NA	24.0	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	36.0	hr	NA	15.4	25.7	NA	10.0	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	48.0	hr	NA	5.7	NA	NA	NA	nmol/l	NA
Macha2014	NA	all	16.0	EMP10, PROB	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_EMP10, PROB	72.0	hr	NA	0.0	NA	NA	NA	nmol/l	NA
